avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate,TARGET_deathRate
58,24,400.3,34597,8970,20.1,0,48.5,47.7,49.1,2.33,59.8,15.2,45.2,40.99102564,0.4,37.6,7.9,47.8,4.3,48.6,33.8,24.2,47,28.1,55.80678314,4.152249135,146.2
48,25,407.9,30935,8558,25.1,0,41.8,39.1,44.5,2.48,52.5,18.7,56.4,40.99102564,0,42.8,10,53.94626661,9.5,48.4,33,26,47.1,29.8,48.21428571,5.091311566,210.7
250,102,430.4,46931,51211,16.8,0,38.8,37.6,39.7,2.62,51,19.9,29.3,40.99102564,8.2,29.5,15.2,52.1,7.1,68.1,46.2,33.4,36.3,18,49.88517745,4.884815874,173.3
48,24,397.4,35895,7913,20.1,0,47.7,46.7,49.1,0.0242,56.7,2.1,42.2,40.99102564,0,42.4,9.7,48.7,4.4,51.8,36.6,30.2,48.8,27.8,56.58610272,3.53569046,203.6
148,69,426.8,34971,24358,23,0,42.7,41.6,43.6,2.34,48.2,14.6,43.6,40.99102564,3.3,43.2,10.2,52.1,8.3,57.3,40,33.9,46.1,25.9,43.8495072,6.041591968,198.5
65,29,484.6,40556,10189,17.3,0,43.1,41.8,44.6,2.62,54.3,14.1,30.7,40.99102564,2.3,42.1,6.9,50.7,6.8,60.2,44.8,38.5,43.3,25.5,57.4213673,2.85046729,209.9
110,62,438.5,28171,19513,35.3,0,37.8,35.1,39.6,2.48,35.7,27.8,23.4,40.99102564,6.6,31.7,7.2,45,18.1,39.3,27.3,22.2,53.1,36,32.75968039,6.831119545,248.7
58,27,401.8,36893,10824,20,0,41.4,41.2,41.7,2.5,56.9,18.5,40.4,36.6,4.5,35.6,8.4,51,6.6,48.7,48.36990715,28.4,46.5,30,52.49138921,8.52225021,184.3
145,76,480.5,35851,24040,21.9,0,40.2,38.7,41.9,2.57,47.9,21.9,35.2,40.99102564,3.1,42.6,6.1,47.6,10,43.7,30.7,25.6,51.3,35,46.89855697,7.948482061,247.1
116,57,396.4,33127,20216,22,0,43.1,42.4,44.8,2.56,51.3,19.2,39.5,40.6,0.8,39,7.8,46.3,9,47.1,29,22.5,52.7,30.9,49.52597649,6.71641791,187.2
313,138,475.7,39909,63390,18.3,0,35.2,34.2,36.5,2.62,51.5,10.4,25.2,58.7,5.7,33.2,13.4,54.8,7.6,61.3,48.36990715,40,36.2,21.6,53.09781409,5.167133642,207.1
55,25,449.5,39896,8291,18.7,0,45.4,44.9,46.7,2.16,56.5,26.5,30.9,36.4,6.2,41.8,7.2,50.9,6.2,51.7,39.1,30.7,47.1,28.7,50.31364349,7.01754386,196.7
1908,739,472.3,45698,392664,16.1,644.3167696,36.4,34.8,37.9,2.49,43.5,13,31,40.99102564,11.5,27,20.7,53.94626661,7.5,64.2,50.8,43.6,33.7,19.7,40.67557054,5.116648446,182.7
317,140,443.3,43057,54354,16.7,202.37701,42.2,40.7,43.7,2.43,51.1,20.8,31.3,40.99102564,3.5,34.5,11.3,48.2,9,67.2,48.36990715,43.9,37.5,18.3,48.16699694,3.673864003,190.5
103,54,425.6,37761,17469,18.3,0,42.9,40.3,44.5,2.36,56.4,13.3,42.8,43,0.9,39.3,8.7,47.7,5.4,51.3,36.5,30.9,47.1,27.8,51.20654397,7.27081138,212.5
113,59,375.9,30489,26589,33.4,0,37.5,36.6,39.6,2.51,37.4,20.7,31.3,45.3,2.7,39.7,7.1,42.4,11.7,45.2,34.1,27.7,48.4,32.4,37.06256628,6.906077348,202.9
590,218,461.3,55915,117460,8.7,187.2978035,38.7,38.2,39.3,2.66,55.6,16.4,31.2,45.5,6.9,33.9,15.4,59.6,5.3,70,53.4,47.1,33.8,17.1,55.44575522,5.129672006,169
60,30,410,33202,10513,23.7,0,41.3,40.1,42.9,2.66,56.8,10.5,43.1,40.99102564,1.2,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,56.99136868,3.421727973,207.4
57,29,445.8,31765,7869,23.3,0,47,46,47.6,2.48,57.5,25.1,38.7,40.99102564,2.9,40.2,8.8,43.9,5.9,46.7,29.4,22.7,54,29.5,56.87263556,4.102564103,219.4
583,258,429.4,39907,127780,22.1,62.60760682,36.9,35.8,38.3,2.53,50.3,15.8,36.4,40.99102564,5.3,31.9,13.1,55.1,6.1,58.1,44.5,39.8,37.9,22.7,47.87510841,6.387886081,187.5
68,31,388.4,37014,17290,20.4,0,34.9,33.8,35.7,2.81,53.3,29.3,29.9,37.9,2.9,34.9,4.6,56.5,9.3,51.1,38.6,35.1,39.7,25.8,51.95061728,5.671792286,179.5
134,56,493.4,32101,16912,21.6,0,47.2,46.5,47.9,2.37,53.9,25.6,24.6,40.99102564,1.3,45.9,5.9,41.3,8.8,47.4,29.1,24.9,54,31.5,49.83117614,6.62707096,190.4
81,36,408.4,30010,12456,24.4,0,48.5,47.4,50,2.4,55.4,13.1,42.2,40.99102564,5.4,35.4,9.5,42.4,7,48.5,29.6,20,54,27.9,52.9949436,4.961659901,171.7
255,116,494.4,40841,40144,23.1,0,39.7,38.3,41.1,2.43,50.8,18.9,31,47.8,2.4,37.7,12.6,53.94626661,9.7,58.1,48.36990715,36,41.3,23.2,47.75641026,5.453756912,218.7
113,51,424,32975,16771,22,0,47.1,46.4,47.8,2.44,53.3,18.8,43,31.3,6.8,42.7,8.3,39.2,11.2,50.1,32,26.7,48.8,26,50.67597034,4.153846154,178.9
756,303,430.3,45589,225477,19.3,372.543541,31.2,30.5,32,2.55,49,9.6,25.1,40.99102564,11.9,27.9,17.8,61.5,6.2,65.1,54.9,47.8,27.6,17.1,47.25165806,5.272822665,173.1
406,174,473.3,42044,79161,19.4,12.63248317,36.2,35,37.2,2.55,53.8,11.8,24.3,40.99102564,6.3,37.6,11.7,52,7.1,61.2,48.36990715,39.6,37,20.9,54.51299143,5.493655215,201.4
50,22,492.6,29969,6741,25.1,0,43.9,42,45.5,2.36,42.1,41.5,37.7,17,3.8,44.5,7.7,43.7,12.4,40,48.36990715,25.4,52.5,34.3,40.29543112,5.860805861,215.9
117,56,445.9,37080,21713,17.4,0,39.1,36.6,41.3,2.8,53.1,15.7,48.8,40.99102564,4.8,40.6,9.3,50.5,8.3,55.7,40.6,37,42.1,23.5,54.66371797,4.956760177,207.9
6282,2236,413.4,76996,1638215,12.5,262.4808099,37.1,36.2,38.1,2.78,47.8,10.9,24.5,40.99102564,15.2,18.5,25,60.8,8.3,70.7,60.4,52.8,27.9,16.6,48.34346322,5.014712267,147.7
279,105,469.8,54610,37001,12.9,0,50,47.9,52.6,2.36,52.2,21.5,38.2,40.99102564,2.6,27,14.7,39.3,14,69.7,48.36990715,39.7,44.7,19.4,55.32495512,3.698558778,166.6
1296,500,489.2,42302,225411,21.9,70.98145166,36.8,35.2,39.1,2.55,42.4,8.5,25,40.99102564,7.9,22.6,17.5,48.9,12.1,58.5,42.9,35.9,42.3,24,42.75182259,5.545831589,178.7
298,116,413.9,53321,44828,13.7,0,50.7,50,51.4,2.45,55.5,15,35.3,40.99102564,6.3,27.6,14.4,43,12.1,66.6,44.3,36.8,43.4,19.2,54.85049834,2.851375221,157.4
84,32,400.2,48006,21482,14.3,0,34,33.1,35,3.04,55.1,14.2,41.9,40.99102564,2.7,21.7,11.4,55.3,10.4,48.9,48.36990715,29.6,42.3,30.9,57.56531726,6.602564103,153.3
75,33,482.9,34679,10724,18.8,0,45.1,44.6,45.6,2.42,44.7,19.6,28.9,51.6,0,37.6,5.1,53.94626661,17,55.9,37.3,31.2,45.3,24.2,43.25842697,2.504393673,211.9
5182,1744,456.3,80338,1126745,10.5,332.817097,38.8,37.5,40.1,2.82,51.5,12.7,29.5,40.99102564,10.6,18.7,25.2,58.9,8.8,73.2,60,52.5,28.4,14.9,53.83079507,5.114550334,151.5
142,60,431.6,41419,27254,22.4,0,38.8,37.2,44.5,2.55,40.8,21.9,40.3,40.99102564,2.9,29.1,9.4,38.3,11.5,50.4,35,30.8,51.9,31.8,42.03821656,9.278553175,185.4
1038,342,458.6,70235,184452,11.4,92.16489927,44.9,43.8,45.7,2.69,55.8,11.3,39.1,40.99102564,6.7,21.8,20.8,53.94626661,11.1,74.8,57.6,48.7,31.5,14,58.91095012,4.76817356,151.5
3367,1260,412.6,43338,974861,27.5,82.06298129,31.4,30.5,32.3,3.17,44.2,17.4,27.7,40.99102564,4.8,22.8,13,52.8,13.2,49.4,39.2,34.2,43.1,30.8,46.81324986,6.004383506,152.8
135,51,443.4,43755,28017,17.1,0,37.2,35.6,38.5,2.92,51.4,23.6,27.2,40.99102564,5.5,29.6,10.7,49.2,12.6,52.7,40.1,34.1,41.2,26.3,50.81604717,6.12741125,165.2
696,273,459.5,40581,135727,21,7.367730813,37.4,36.6,38.3,2.47,41.4,9.3,25.7,58.5,6.5,25.2,18.5,52.3,10.5,55.1,48.36990715,33.3,41.4,24.2,40.60826608,5.240578994,177.4
606,207,387.9,38737,180191,23.6,0,32.2,31,33.6,3.61,44.2,23.6,27.5,40.99102564,2.7,21.9,9.9,43.9,17.4,45.1,37.9,34.4,43.4,29.9,51.56720916,7.022539698,130.3
111,40,408.4,49267,18260,14,0,45.7,44.5,47.7,2.23,46.8,9.7,42.5,40.99102564,2.1,30.9,14.7,55.8,6.8,65.9,47.4,43,39.8,18.5,40.26643207,4.535082715,138.1
2899,1078,419.5,47451,882176,24.5,47.6095473,31.1,30.5,31.7,3.21,46.5,19.7,36.6,40.99102564,3.7,27.3,10.3,51.3,12.7,51.8,42.5,37.8,40.1,29.5,50.96534463,6.627706717,161.3
161,60,431.5,38221,29457,22.7,0,41.6,39.8,43,2.38,54.1,24,39.2,33.1,3.7,31.4,15.6,51.8,9.9,48.5,32.5,25.3,41.9,24.4,49.55752212,7.388908026,156.8
325,121,430.2,53572,66418,12,813.0326116,40.9,39.8,42.4,2.38,51.7,13.6,31.7,49.4,5.3,23.7,24.3,63.1,4.9,74.1,58.3,50.6,30.3,13.2,49.23186185,5.247084953,159.7
12,5,371.2,37911,2408,19.1,0,44.8,41.8,47.3,2.52,56.5,29.1,18.9,40.99102564,0,22.1,18.7,49.8,4.5,71.2,46.2,29.8,33.9,13,57.98611111,5.027932961,126.9
141,57,460.7,36734,19052,19.2,0,50.8,50.7,50.8,2.21,55.9,26.7,32.6,40.99102564,9.3,33.6,12.9,42.5,13.1,55.5,48.36990715,28.6,43.2,20.5,50.94274147,4.703476483,174.6
9,3,349.8,43132,1683,15.4,0,51.2,51.1,51.3,2.31,66.3,8.8,65.7,40.99102564,11.8,45.9,15.6,64,0.8,83.4,58.2,41.3,30.7,7.4,64.99321574,8.620689655,130.6
46,17,378.7,41539,7915,12.6,0,52.1,51.6,52.5,2.23,55.3,13.7,29.5,40.99102564,12.5,35.9,18.8,57.9,4.8,66.8,48.1,32.7,34.8,13.7,53.30958741,3.238866397,129.5
18,6,573.8,36903,1830,18,0,49.6,52.3,44.2,2.47,55.1,34.9,40.6,40.99102564,2.8,39.7,18.8,55.8,3.9,57.7,40.7,24.7,41.3,19.9,52.04755614,3.899721448,198.6
35,12,538.8,36449,4251,17.3,0,619.2,52.3,50.7,2.67,46,17,59.8,40.99102564,13,41.8,9.8,42.3,11.8,48.3,24.7,20.2,53.8,27.1,46.76903391,3.333333333,188.8
463,173,420.1,44716,114181,15.8,937.1086258,34.8,33.9,35.7,2.33,45.2,9.3,26.4,40.99102564,9.9,22.7,25.4,64.1,8.2,69.4,48.36990715,46.3,26.9,14.3,43.36607756,3.76216968,158.9
39,14,587,39827,4582,19.1,0,48.5,49,48.1,2.43,58,15.4,60.1,24.5,0,40.2,10.7,51.6,4.6,61.7,45.6,37.5,39.4,19.6,56.74013327,7.611241218,196.6
98,31,459.2,42942,15972,14.7,2191.334836,46.6,46.3,47.1,2.28,52.2,19.9,31.2,40.99102564,8.8,33.1,23.3,59.3,5.4,67.6,53.1,39.2,29.3,14.2,47.8139261,3.270009343,140.9
29,10,456.8,41595,4169,15.7,0,47.9,45.6,49.1,2.26,60.8,20,30.2,40.99102564,4.4,37.3,15.3,52.5,6.3,62.5,41,29.2,35.2,13.6,55.58628319,9.448818898,151.2
36,16,424.8,39292,6184,20.3,0,41.9,41.7,42.3,2.52,50.2,28.1,26.2,40.99102564,11.5,33,17.4,56.2,6,61.2,40.5,30,37.6,17.8,48.91114983,4.988123515,171.7
43,16,462,40072,6840,20.2,0,45.4,43.6,49.3,2.25,43.3,22.1,46.1,40.99102564,4,37,12.1,43.3,2.2,63.2,45.4,38.9,38.2,18.8,49.78991597,6.109979633,161
238,93,404.2,42902,41373,17.2,0,47.6,46.4,48.9,2.43,53.2,26.3,28.8,40.99102564,6.1,33.9,16.6,51.6,8.2,59.2,48.36990715,27.9,41,20.1,51.43251847,3.969171484,151.6
53,21,435.5,65738,11960,8.2,0,38,38.1,37.9,2.51,55.9,18.9,44.4,40.99102564,6.6,38.5,11.4,67.8,2.5,70.8,57,47.3,20.2,8.3,51.16489482,9.156118143,170.1
53,19,509.5,37511,11476,23.8,0,30.4,28,31,3.54,38.7,29.9,41.8,26.5,1.8,38.8,10,45.5,6.8,39.6,32.5,27.7,38.6,29.9,42.40940255,6.547122602,182.6
46,15,490.7,50751,9398,20.5,0,36.9,38,36.1,2.81,53.8,14.9,44.9,36.3,3.9,32.7,14.8,57.4,10.6,59,48.36990715,40.3,27.7,14.2,52.04855842,4.558969277,164.6
82,29,439.6,32815,11336,20.7,0,51.5,52.4,50.9,2.21,61.2,32.7,35.6,40.99102564,2.4,41.9,12.9,43.3,9.3,52.2,32,24.1,44.7,22.2,55.89519651,8.568548387,151.3
24,12,403.1,52711,3687,10.2,0,47.1,47.3,46.9,2.16,56.5,17.6,52,40.99102564,2.7,30.4,17.8,64.5,2.7,76.9,57.6,41.9,31.8,12.9,49.84746797,3.617945007,165
193,79,445.5,39882,34622,19.5,1357.518341,40.6,37.7,43.2,2.22,44.8,18,39.2,40.99102564,2.7,34.9,16.8,58.5,7,63.8,47.7,42.3,34.7,17.5,39.61304807,4.512392241,171.4
64,16,519.3,60812,9486,8.4,421.674046,46.7,47,46.4,2.44,65.2,18,49.4,40.99102564,1.8,37.2,15.2,59.5,3.6,75.8,55.4,44.7,30.2,10.8,64.21699626,3.636363636,127.4
25,10,473.1,45000,3634,12,0,46.1,44.2,48.8,2.55,62.4,28.6,30.8,40.7,0,38.1,20,53.94626661,0.9,72.5,54.2,42.1,33.6,14.6,62.55319149,9.191759113,165.6
42,16,447.8,46208,6104,13.9,0,44.8,44.7,44.8,2.5,58.3,25.4,36.1,40.99102564,3.5,34.3,16.5,56.3,5.1,63.6,39.3,30,40.2,18.1,58.64304235,8.581138488,164.9
30,11,475.5,45207,5087,17.2,0,41.7,40.9,44.6,2.24,52.6,44.6,22.9,40.99102564,2.3,36.6,10.4,53.5,3.1,57.3,38.7,27,35,16.8,53.29614604,6.557377049,174.2
46,15,424,46328,7659,12.4,130.565348,45.5,44.4,46.4,2.26,60.5,25.8,43.5,40.99102564,10.7,37.8,14.1,62,2.6,64,45.2,34.9,40.4,19.9,55.44764795,5.681818182,129.5
13,5,382,35875,2110,19.5,0,46.5,48.4,43.9,2.34,57.7,52.4,36.7,40.99102564,0,36.4,14,54.4,3.4,63.4,47.4,29.2,34.1,16.7,53.89830508,5.066666667,149.4
6,3,373.3,43859,1130,11.7,0,51.2,53,49.6,2.15,56.5,18.7,28,53.3,0,37.4,16.4,54.7,3,68.1,45.2,36.2,38.5,14.3,51.78571429,17.87709497,214.4
812,300,475.8,51653,157048,12.3,1757.424482,38,36.8,39.1,2.44,50.2,16.4,37.6,39.2,6.8,31.2,20.1,64.8,4.1,69.7,55.3,49,29.1,14.4,47.79304059,5.116068139,168.9
179,63,485.3,48658,31587,12.5,63.31718745,37.8,35.5,39.6,2.35,51.9,7.7,20.7,40.99102564,4.6,32,14.9,63.5,5.5,75.6,60.6,51.1,27.5,12.1,49.86582478,5.432887856,157.5
46,16,472.7,50919,6414,14,0,46.5,44.2,48.1,2.27,66,11.2,19.6,40.99102564,5.7,33.1,12.8,63.4,1.6,76,58.1,38.1,31,12.2,60.12052464,8.048993876,139
41,15,520.4,52914,5315,10.3,0,45.6,44.7,47.3,2.37,60.5,12.8,21.3,40.99102564,6.5,42.3,11.5,64.9,1.2,80.4,62.2,48.8,29.3,10.8,57.52132914,4.356636272,171.1
61,23,434.4,55465,11337,11.4,0,40.8,35.9,44.8,2.31,61.1,27.4,31.5,40.99102564,10.3,33.8,11.3,64.8,3.9,73.2,58.4,52.8,30.7,15.9,55.21331946,6.383909051,159
13,5,384.9,39964,2006,13.9,0,50.8,50,51.6,2.15,64.7,11,28,40.99102564,0,41.5,14.5,59.3,1.1,69.4,49.5,25,37.6,16.1,54.86631016,9.17721519,135.2
19,9,358.2,42348,2946,12.8,339.443313,47.6,46.8,50,2,64,62.7,20,40.99102564,7.3,41.2,10.2,63.3,0.7,67.1,44.3,32.3,39.8,17,53.1436135,0.363636364,156
203,75,443.6,51550,48863,12.5,900.4768434,32.5,31.9,33.4,2.49,50.8,5.3,17.5,40.99102564,10.1,25.6,23.1,72.3,3.5,81.3,48.36990715,56.9,22.7,9.7,51.21512642,4.894004637,159.1
53,24,485.1,49345,6585,10.6,0,47.4,46.1,48.6,2.33,60.7,22.9,40.6,40.99102564,4.1,39.2,12.3,57.4,3.3,72.3,54.3,45.1,35,15.1,57.8721885,7.352941176,201.4
47,21,399.5,54240,8115,9.2,0,44.7,42.1,47.7,2.26,60.8,22.7,24.9,40.99102564,2,39.9,11.2,65.5,4.2,79.4,59.1,46.5,30.1,10.1,56.49986022,11.30834977,167.3
140,59,478,66522,25512,6.9,0,498,40.4,42.4,2.57,62,14.2,36,40.99102564,5.1,32.1,16.9,53.94626661,3.8,83,65.6,55.4,24.4,9.3,61.33661337,7.938902508,193.1
45,19,334.6,54421,8564,10.4,0,44.8,42.8,46.7,2.39,64.4,14,28.4,40.99102564,10.8,40.6,13.1,67.5,2.2,83.7,48.36990715,43.6,28,8.9,60.67132867,6.343283582,120
27,11,462.8,52749,3956,9.3,0,44.9,42.8,48.1,2.25,66.5,9.5,21.6,40.99102564,1.5,33.2,14.7,67.4,0.7,74.5,55.3,36,30,10.8,59.72957084,7.489597781,172.1
33,14,395.1,43564,5848,13.3,0,43.9,43.8,43.9,2.14,68,29.2,35.7,40.99102564,12.8,31,14.5,69.9,2.6,76,58.4,41,30.8,12.9,61.72792725,4.047619048,148.7
54,16,439.5,55964,10167,9,0,39.9,37.8,41.7,2.27,55.1,9,28.3,40.99102564,14.8,27.1,17.6,71.9,1.6,77,63.5,57.2,27.1,13.3,48.91873435,11.69354839,122.2
44,14,506.7,55758,6309,11.3,0,43.2,42.5,43.7,0.024,61.2,25.2,28.1,40.6,6.1,32.6,14.2,63.1,2.8,69.5,48.36990715,37.3,32.5,15.8,57.24111578,8.012820513,148.9
45,19,394.5,50758,10520,10.3,0,34.2,33.8,35,2.87,56.8,20.8,35.5,40.99102564,2,33.2,9.5,67.8,6.4,70.3,58.8,49.9,25.7,14.2,54.87066593,6.487488415,163
50,19,370.9,56047,9125,9.1,0,43.6,43.3,44,2.41,61.3,20.8,33.2,40.99102564,6.7,38.9,14.3,64.2,3.3,74.1,57,44.6,31.5,15.7,57.39389024,7.272727273,128.3
68,29,429.8,45644,10806,13.4,9439.200444,43.8,42,45.5,2.25,62.4,26.9,33.2,40.99102564,1.9,32.8,14.6,66,2.3,71.2,51.3,36.6,34.1,14.3,56.33298209,7.021791768,159.7
81,36,396,50289,20781,14.8,0,33.7,33,34.3,2.81,57.1,18,41,40.99102564,2.8,34.9,7.6,65.4,7.4,65.5,48.36990715,47.4,27.8,16.8,57.47599451,9.833738848,177.8
40,19,370,40667,9055,18.8,220.8724462,33.7,33.1,34.6,2.22,48.7,5.3,13.7,40.99102564,6.9,29.1,19.5,59.8,2.6,71.5,48.36990715,37.4,26.7,10.8,50.26308502,7.437661221,155.4
109,40,409,47366,23886,13.7,0,36.2,35.7,37,2.71,56.6,27,34.6,40.99102564,2.5,33.4,9.7,67.6,4.8,68.3,48.36990715,46.4,30.4,16.5,54.01484866,8.05433327,139.7
13,4,402.3,44109,1921,11.8,0,47.1,44.6,47.2,2.34,55.3,12.6,19.3,40.99102564,3,36.3,11.5,65.3,4.3,67.3,48.8,38.4,35.5,15.6,50.3649635,2.873563218,104.6
36,15,447.2,52601,5797,10.7,0,41.9,41.1,42.5,2.51,58.1,14.3,36.8,40.99102564,2.7,38.6,12.6,64.2,4.5,72.8,54.8,46.7,30.3,13.7,55.57483731,7.055749129,168.3
236,94,487.5,50043,36706,12.9,27.24350242,39.4,38.3,40.4,2.37,55.8,16.3,31.9,40.99102564,8.3,36.8,13.4,63.7,5.1,72.7,55.3,48.2,30.8,13.7,52.27663799,7.218949743,177.9
2341,879,476.6,52842,550064,14,818.0866226,34,33.2,34.9,2.52,47.6,12.7,27.5,45.6,14.2,21.9,24.2,67.2,5.7,72,60.8,52.9,26,14.8,44.9580658,5.925782154,179.7
13,6,406.9,45624,1799,13.8,0,46.2,42.8,48.3,2.18,62.3,18.4,29.1,35.5,17,32.5,13.6,57.7,4,64.8,49.3,31.6,35.9,17.2,55.44444444,5.83090379,151.9
37,15,423.8,54556,5619,10.1,0,47.5,46.2,49.1,2.22,57.5,15.8,33.1,40.99102564,5.8,39.1,13.5,63.3,3.4,74.7,55.7,44.2,31.9,12.7,53.40909091,6.001846722,150.3
18,7,339.4,44794,2985,13.6,0,49.9,49,50.8,2.15,64,6.9,35.8,40.99102564,3.4,37.1,14.6,60.9,3.5,70.8,47.6,30.9,39.5,17.7,58.33924769,8.058608059,119.2
16,5,443.6,48543,2624,13.7,0,44.4,42.7,45.1,2.25,59.5,8.1,12.1,40.99102564,6.5,34.7,11.8,61.5,2.4,77,48.36990715,40.8,30.4,10.8,58.11808118,3.646833013,127.2
37,13,482.7,44461,4862,12.7,0,46.8,45.8,47.5,2.11,60.2,34.3,21.1,40.99102564,9.9,33.7,14,59.4,3.4,70.3,48.36990715,40.4,36.6,16.6,51.09841828,5.315614618,145.5
146,57,463.1,50861,21900,11,0,44.6,42.9,46.1,2.3,57.8,15.3,37,40.99102564,6.4,34.6,14.1,63.2,4.3,75.9,58.2,48.7,33.2,13.4,54.4047619,6.416861827,165.2
16,5,419.3,38645,1918,15.6,0,52.3,50.9,52.5,2.1,62.9,42,37.7,14.5,5.8,32.5,16.3,60.7,3.1,68.7,43.1,31.4,38.8,15,58.81656805,4.705882353,128.2
17,6,482.9,40436,2028,11.8,0,51.4,53.1,50.9,2.1,57,4.1,21.1,46.3,28.5,39.5,11.8,62.7,3.5,70.2,46.9,26.3,41.8,16.8,49.16943522,3.095975232,141
14,6,445.3,55319,1973,9.1,0,46.7,45.6,48.8,2.46,64.9,10.9,55.5,40.99102564,8,34.8,14.5,68.5,5.1,78.6,55.5,44.6,27.9,10.7,64.63878327,1.38121547,187.4
17,7,404.4,43858,2429,12.7,0,46,45.3,46.9,2.46,59.7,29,16.6,40.99102564,13.8,39.8,10.7,58.1,1.9,71.4,51.1,32.8,38.1,17.1,56.88442211,6.637168142,149
300,108,469.4,48499,61680,14.7,551.232166,35.8,34.8,37.1,2.67,52,17.7,43.3,34.5,4.5,32.5,12.4,67.5,6,65.7,52.7,46.8,30.2,16.7,49.11068515,8.958855626,160.8
48,20,411.9,62191,9190,6.9,0,42.9,40.9,44.3,2.45,62.7,25.1,33.2,40.99102564,8.5,31.8,18.3,65.9,2.5,77.3,61.3,47.5,30.9,15,60.81118115,3.387978142,155.8
25,14,445.6,46744,3452,11.4,0,49.5,46.9,50.6,2.19,62.4,15.1,27.4,40.99102564,5.7,37.6,12.4,59.7,1.7,74.1,53.3,38.9,33.7,12,55.94855305,5.410122164,223.9
24,9,501.5,40496,2883,13.8,4856.052723,48.2,44.1,49.8,2.12,57.3,15.5,27,40.99102564,1.1,37.4,9.2,58.3,3,65.2,45.6,35.1,37.5,17.6,49.55290611,9.807692308,183.7
62,26,407.3,46667,10313,12.5,0,45.5,42.9,47.5,2.25,63.9,14.8,27.2,40.99102564,19.7,34,14.9,67.5,0.9,77.3,59.2,41.1,30.4,11.5,57.8539823,8.200103146,155.3
38,14,450.8,51040,6409,11.5,0,43.3,40.7,45.6,2.47,58.8,11.9,28.4,52.8,6.9,41.6,14.9,65.3,4,79.2,62,54.4,29.8,11.5,56.9140625,10.27070064,155.2
46,27,379.5,44947,7263,11.5,0,45.5,45,46.4,2.18,58.4,16.2,24.6,40.99102564,7,42.6,10,62,4,73.2,53,40.3,37.8,16.2,51.29502828,5.139186296,201.3
30,14,425.6,48511,5173,13.9,0,42.3,40,47.5,2.13,48.5,30.4,31.1,40.99102564,2.8,40.7,10.8,47.6,3.6,73.5,56.7,46.1,30.9,14.6,51.00742312,4.337050805,185.6
39,13,440.9,56791,6585,9.6,0,40.8,39.5,43.5,2.34,61.2,14.4,39.8,32.3,13.5,32.5,16.8,67.7,3.8,78.9,60.1,46.3,27.8,10.6,55.22226238,12.76119403,136.4
52,21,411.5,45192,8063,12,0,49.1,47.7,49.8,2.06,59.5,12.6,42.2,40.99102564,7.4,34.5,14.2,61.8,2.8,69.6,48.36990715,36.4,36.4,15.1,51.08834827,2.702702703,161.3
25,13,401.5,45771,3689,11.7,0,45.7,45.4,46.2,2.33,59.4,25.3,41.8,40.99102564,2.1,34,11.6,56.9,5.1,59.9,48.36990715,32.2,40,22.2,52.66836086,9.93485342,203.8
60,25,461.2,42745,8543,14.9,0,47.6,45.9,49,2.24,61.4,14.8,32.1,40.99102564,6.2,37.2,13.3,63.2,3.3,70.1,50,35.9,36.2,15.8,54.79009688,6.866666667,161.7
1163,422,425.9,52011,306468,14,486.1845282,32.9,32.1,33.8,2.42,47.4,6.3,17.2,40.99102564,13.4,22.6,23.9,68.1,5.1,76.9,62.7,54.3,24.1,11.7,46.00270254,6.17570233,153.5
200,78,456.8,49770,35656,14.5,28.0457707,40.1,39.2,40.7,2.34,55.2,21.3,28.1,40.99102564,3.3,31.4,14.2,61.9,4.2,72,48.36990715,47.5,31.7,13.9,50.01332445,5.843469064,167
192,69,473.4,51836,35039,13.7,485.1736636,37.5,35.3,39.3,2.43,53.7,10.3,28.8,52.8,8.1,29.3,13.6,68.4,3.1,72.2,48.36990715,49.9,28.2,14.5,51.68844149,7.123638693,161.2
48,18,448.8,50893,7787,10.4,0,43.8,43.3,45.2,2.28,60.9,12,43.5,40.99102564,3.8,34.5,12.1,67.1,5.2,75.6,55.3,42,33.7,12.1,55.93984962,4.215304799,163.6
30,9,444.6,46961,4854,14,0,41.3,41.1,41.7,2.38,53.6,24.8,27.9,40.99102564,2.5,32.3,13.6,64.7,4,69.2,54.9,40.7,30.9,15.8,49.67188289,5.760869565,131.6
22,9,395.7,48535,3595,11.7,0,45.9,44.2,48.1,2.25,57.5,12.7,35.4,40.99102564,12.2,38.1,10.9,60.9,3.2,74.9,57.9,45.5,29,9.9,54.32816537,7.391304348,141.8
39,18,398.7,49162,7046,13.6,567.6979847,39.1,36.8,41.4,2.31,52.2,9.9,31.2,40.99102564,3.5,34.9,20.4,59.1,8,76.5,60.5,53.2,29.2,13.6,52.86757039,8.91959799,164.7
